--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Kolby Allard,23,2,.000,-126,.000,.000,0.0%,50.0%,0.0%,85.9,0.0%,0.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,,,,allarko01
Kohei Arihara,28,2,.000,-126,.000,.000,0.0%,50.0%,0.0%,93.3,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-0.9,,,,arihako01
Willie Calhoun,26,284,.296,86,.267,.131,2.1%,12.0%,7.4%,90.1,41.9%,26.9%,40.1%,23.3%,0.67,28.6%,55.9%,15.4%,-1.5,-0.2%,-10.1,24%,0%,29%,calhowi01
Charlie Culberson,32,271,.304,85,.307,.138,1.9%,23.6%,6.3%,84.0,29.8%,23.9%,46.8%,20.7%,0.93,29.8%,53.2%,17.0%,-1.4,-0.4%,-5.2,23%,88%,50%,culbech01
David Dahl,27,220,.253,52,.269,.112,1.8%,26.8%,4.6%,87.7,36.7%,24.7%,47.3%,19.3%,0.91,30.7%,56.7%,12.7%,-1.4,-0.4%,-15.6,29%,67%,40%,dahlda01
Khris Davis,33,61,.258,56,.171,.176,3.3%,26.2%,13.1%,90.2,43.2%,10.8%,54.1%,24.3%,1.18,40.5%,40.5%,18.9%,-0.7,-0.3%,-2.6,43%,,0%,daviskh01
Ryan Dorow,25,7,.099,-56,.000,.000,0.0%,42.9%,14.3%,88.5,33.3%,0.0%,33.3%,33.3%,0.50,0.0%,33.3%,66.7%,-0.1,0.0%,-1.6,0%,,,dorowry01
Dane Dunning,26,4,.297,78,.500,.000,0.0%,25.0%,0.0%,53.3,33.3%,0.0%,33.3%,0.0%,,0.0%,66.7%,33.3%,0.0,0.0%,-0.4,0%,,,dunnida01
Mike Foltynewicz,29,2,.000,-126,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.6,,,,foltymi01
Joey Gallo,27,388,.374,136,.275,.268,6.4%,32.2%,19.1%,90.2,43.2%,18.4%,35.1%,31.9%,0.57,33.0%,47.6%,19.5%,0.0,-0.2%,17.2,26%,100%,40%,gallojo01
