--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Sandy Alcantara,22,13,.053,-96,.000,.000,0.0%,61.5%,7.7%,69.6,33.3%,0.0%,50.0%,0.0%,,0.0%,50.0%,50.0%,-0.3,0.0%,-3.0,0%,,,alcansa01
Brian Anderson,25,670,.346,120,.332,.127,1.6%,19.3%,9.3%,90.6,44.5%,23.3%,52.3%,18.8%,1.10,21.0%,59.2%,19.9%,3.1,0.4%,22.8,33%,33%,44%,anderbr06
Christopher Bostick,25,16,.277,68,.375,.071,0.0%,37.5%,12.5%,76.5,14.3%,37.5%,25.0%,12.5%,0.33,25.0%,50.0%,25.0%,-0.1,0.0%,0.5,0%,,0%,bostich01
Justin Bour,30,447,.334,109,.267,.184,4.3%,24.8%,15.4%,89.4,41.9%,23.3%,44.4%,21.8%,0.80,33.1%,55.6%,11.3%,0.3,0.1%,3.2,18%,100%,6%,bourju01
Jeff Brigham,26,4,.300,79,.500,.000,0.0%,25.0%,0.0%,97.6,100.0%,33.3%,0.0%,0.0%,0.00,0.0%,66.7%,33.3%,0.0,0.0%,-0.3,100%,,,brighje01
Lewis Brinson,24,406,.259,54,.257,.139,2.7%,29.6%,4.2%,89.5,40.4%,19.7%,52.3%,22.7%,1.11,24.6%,58.7%,16.7%,-2.0,-0.6%,-17.9,23%,67%,48%,brinsle01
Starlin Castro,28,647,.333,109,.330,.121,1.9%,19.2%,7.4%,88.9,38.5%,25.1%,51.6%,18.5%,1.07,26.1%,57.7%,16.2%,-0.4,-0.2%,0.0,32%,60%,47%,castrst01
Wei-Yin Chen,32,42,.141,-38,.273,.025,0.0%,42.9%,0.0%,75.0,9.5%,8.3%,75.0%,4.2%,6.00,0.0%,87.5%,12.5%,-0.5,0.0%,-6.0,33%,,0%,chenwe02
Tyler Cloyd,31,3,.000,-135,.000,.000,0.0%,66.7%,0.0%,94.9,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.7,,,,cloydty01
