--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Jose Altuve,29,548,.372,129,.303,.252,5.7%,15.0%,7.5%,86.8,38.4%,19.4%,48.1%,21.8%,0.99,32.7%,53.8%,13.5%,0.4,0.3%,10.1,36%,55%,44%,altuvjo01
Yordan Alvarez,22,369,.436,173,.366,.342,7.3%,25.5%,14.1%,92.8,53.2%,28.1%,37.6%,30.8%,0.60,32.6%,52.5%,14.9%,0.9,0.7%,34.3,25%,,23%,alvaryo01
Michael Brantley,32,637,.370,126,.320,.191,3.5%,10.4%,8.0%,89.1,39.6%,28.1%,45.4%,20.9%,0.84,33.6%,50.0%,16.4%,3.0,1.6%,23.8,31%,60%,33%,brantmi02
Alex Bregman,25,690,.421,161,.281,.296,5.9%,12.0%,17.3%,90.1,41.7%,26.9%,31.7%,29.9%,0.46,30.3%,56.5%,13.2%,4.0,1.5%,51.3,32%,83%,31%,bregmal01
Robinson Chirinos,35,437,.351,114,.306,.205,3.9%,28.6%,11.7%,86.8,40.2%,27.0%,35.1%,26.6%,0.56,33.5%,49.2%,17.3%,-0.8,-0.4%,4.3,30%,33%,22%,chiriro01
Gerrit Cole,28,7,.000,-134,.000,.000,0.0%,71.4%,0.0%,85.0,0.0%,0.0%,50.0%,0.0%,,0.0%,0.0%,100.0%,-0.1,0.0%,-1.8,,,,colege01
Carlos Correa,24,321,.385,136,.303,.289,6.5%,23.4%,10.9%,89.6,45.9%,26.3%,38.3%,26.3%,0.62,26.8%,54.5%,18.7%,0.9,0.2%,10.9,22%,100%,29%,correca01
Aledmys Díaz,28,247,.361,118,.268,.195,3.6%,11.3%,10.5%,89.1,38.2%,22.3%,45.2%,22.3%,0.83,31.0%,53.5%,15.5%,0.2,0.4%,9.7,33%,100%,32%,diazal02
Derek Fisher,25,60,.317,84,.289,.132,1.7%,23.3%,11.7%,96.8,58.8%,28.2%,51.3%,10.3%,1.05,25.6%,69.2%,5.1%,0.1,0.1%,-2.3,42%,80%,33%,fishede01
