--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Danys Báez,33,2,.000,-146,.000,.000,0.0%,50.0%,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,100.0%,0.0%,-0.1,-0.1%,-0.4,,,,baezda01
Joe Blanton,30,12,.248,33,.250,.000,0.0%,25.0%,0.0%,22.2%,44.4%,0.0%,1.33,22.2%,77.8%,0.0%,-0.1,0.0%,1.0,50%,,0%,blantjo01
John Bowker,27,13,.000,-146,.000,.000,0.0%,53.9%,0.0%,16.7%,50.0%,0.0%,1.00,50.0%,33.3%,16.7%,-0.4,0.0%,-3.0,,,,bowkejo01
Domonic Brown,23,210,.336,103,.276,.147,2.4%,16.7%,11.9%,17.3%,47.3%,26.0%,0.90,30.9%,51.7%,17.4%,-0.4,-0.3%,-1.9,35%,75%,53%,browndo01
Ben Francisco,29,293,.318,93,.268,.120,2.1%,14.3%,11.3%,17.4%,40.4%,29.1%,0.69,33.8%,54.5%,11.7%,-0.2,0.0%,0.9,19%,50%,36%,francbe01
Ross Gload,35,118,.278,60,.322,.071,0.0%,19.5%,2.5%,23.3%,34.4%,31.1%,0.53,30.0%,48.9%,21.1%,-0.2,0.1%,-4.9,9%,,33%,gloadro01
Roy Halladay,34,92,.148,-65,.231,.027,0.0%,38.0%,2.2%,12.7%,43.6%,7.3%,1.85,9.1%,49.1%,41.8%,-1.5,-1.2%,-17.1,27%,,13%,hallaro01
Cole Hamels,27,75,.168,-20,.306,.029,0.0%,44.0%,4.0%,17.9%,56.4%,15.4%,1.69,23.1%,53.8%,23.1%,-1.0,-0.6%,-11.6,14%,0%,33%,hamelco01
David Herndon,25,4,.000,-146,.000,.000,0.0%,75.0%,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,-0.2,-0.1%,-1.3,,,,herndda01
Ryan Howard,31,644,.367,127,.303,.235,5.1%,26.7%,11.7%,21.0%,41.5%,34.1%,0.71,34.9%,49.5%,15.6%,4.7,2.4%,36.4,25%,100%,20%,howarry01
Raul Ibanez,39,575,.321,92,.268,.174,3.5%,18.4%,5.7%,16.4%,47.2%,29.3%,0.90,33.4%,53.5%,13.1%,-1.0,-0.7%,1.6,31%,100%,29%,ibanera01
Kyle Kendrick,26,31,.229,9,.333,.000,0.0%,29.0%,6.5%,10.0%,50.0%,10.0%,2.00,20.0%,55.0%,25.0%,-0.3,-0.1%,-4.0,13%,,0%,kendrky01
Erik Kratz,31,6,.364,124,.400,.167,0.0%,16.7%,0.0%,40.0%,0.0%,40.0%,0.00,20.0%,60.0%,20.0%,0.1,0.0%,0.0,0%,,,kratzer01
